LGA_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
LGA41190,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,264,194,463,5,12,16,3,0,3,0,0,0,0,0,0,12,0,14,46,52,89,334,257,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,84,75,158,24,39,64,5,4,12,455,374,831
LGA41330,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,159,169,326,14,26,38,7,0,3,9,0,9,0,0,0,5,0,5,34,24,54,223,217,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,8,27,22,25,46,7,7,10,270,257,528
LGA41560,0,0,0,19,0,22,0,0,0,0,0,0,0,4,7,1820,1810,3629,116,115,228,60,0,60,7,0,7,18,3,22,37,10,49,106,91,193,2182,2034,4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,9,38,28,9,42,0,0,0,0,0,0,4,0,4,4,0,4,159,228,388,273,360,639,32,30,59,2678,2670,5346
LGA41750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,101,222,9,5,10,3,0,3,0,0,0,0,0,0,4,0,7,21,26,50,155,138,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,63,42,102,13,27,41,0,4,3,238,217,451
LGA41830,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,195,206,401,13,18,30,9,0,14,4,0,4,4,0,4,9,6,18,34,31,62,272,262,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,43,28,71,51,47,100,8,3,10,368,350,716
LGA41960,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,160,148,308,6,8,17,3,0,3,0,0,0,5,3,4,4,0,8,21,16,40,213,179,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,3,3,4,3,5,0,0,0,0,0,0,0,3,3,0,3,3,26,19,43,44,50,92,3,0,4,290,255,545
LGA42030,6,3,3,91,110,200,0,0,0,0,0,0,4,6,12,4210,3816,8025,213,218,428,77,0,82,29,6,37,16,4,16,40,18,61,84,103,185,4772,4277,9055,4,3,8,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,3,9,0,0,0,0,3,3,14,26,34,7,9,12,0,0,0,21,33,59,42,29,63,64,69,134,0,4,7,0,3,3,0,0,0,0,13,15,291,429,724,487,803,1290,21,18,37,5642,5608,11248
LGA42110,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,548,473,1024,26,30,58,24,0,24,7,4,9,0,0,4,14,8,18,45,41,82,666,552,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,155,123,274,60,83,146,10,14,27,898,768,1669
LGA42250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554,1336,2892,81,69,150,65,0,66,12,0,14,3,0,3,22,3,23,52,32,85,1787,1456,3241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,8,14,18,3,25,0,0,0,0,0,0,3,0,3,3,0,3,224,230,456,155,218,374,24,25,45,2203,1929,4133
LGA42600,194,218,413,135,170,302,0,0,0,145,200,346,20,14,33,5703,5205,10900,225,398,621,31,0,32,72,6,74,177,67,237,77,21,103,177,240,413,6956,6535,13487,11,16,28,0,0,0,6,6,15,24,13,41,0,0,8,9,3,11,41,51,95,0,0,0,21,18,37,3,7,14,0,7,17,5,10,12,32,43,76,75,70,142,151,161,309,10,7,19,7,4,7,5,0,4,15,19,34,1225,1327,2548,795,1302,2091,29,32,55,9163,9359,18522
LGA42750,3,0,3,9,0,9,5,0,5,0,0,0,0,0,0,673,632,1297,56,57,110,19,4,26,4,0,3,4,4,12,15,3,16,102,67,165,882,767,1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,10,15,3,19,0,0,0,0,0,0,0,0,0,0,0,0,163,160,317,109,169,273,18,9,22,1180,1110,2290
LGA43080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,101,221,9,4,14,0,0,0,0,0,0,0,0,0,8,0,14,19,14,33,163,119,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,43,112,12,21,32,4,5,8,241,183,430
LGA43220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,129,278,4,11,9,3,0,3,0,0,0,0,0,0,5,0,5,21,30,52,200,159,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,50,45,100,20,19,41,0,0,0,280,229,507
LGA43360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,279,634,28,25,52,21,0,17,8,3,6,0,0,4,6,0,9,34,33,64,449,343,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,60,70,128,39,79,119,9,6,20,567,501,1064
LGA43650,0,4,4,27,20,46,0,0,0,0,0,0,3,0,4,2978,2630,5608,152,136,294,64,4,69,22,6,25,7,3,11,49,9,52,131,106,239,3432,2911,6346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,0,7,7,0,0,0,3,14,19,27,12,40,35,29,57,3,0,3,5,0,5,0,0,0,4,0,4,331,412,743,335,547,888,31,24,62,4171,3929,8102
LGA43710,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,948,843,1793,41,39,85,22,0,22,8,5,8,0,6,3,27,10,40,71,54,129,1136,954,2084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,0,0,0,0,0,5,5,6,12,4,11,12,3,15,0,0,0,0,0,0,0,0,0,3,0,3,168,144,316,135,181,313,18,16,32,1469,1300,2765
LGA43790,0,4,3,5,3,13,0,0,0,0,0,0,0,0,0,1961,1636,3594,116,133,248,36,3,35,13,4,13,12,4,20,24,8,29,146,106,254,2314,1898,4208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,39,27,13,32,0,0,0,0,0,0,0,0,0,0,0,0,218,214,430,157,315,466,28,21,45,2737,2453,5186
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,16,10,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,11,20,27
LGA44060,744,711,1457,443,650,1096,3,3,5,172,265,441,58,78,138,15701,14014,29712,645,1205,1857,132,3,134,181,27,210,311,94,402,207,62,273,297,284,583,18903,17402,36306,94,84,188,0,0,0,19,23,47,86,101,190,16,32,47,15,9,27,239,253,493,0,0,0,24,18,43,28,22,46,29,40,72,12,18,33,91,107,199,174,160,339,505,525,1024,42,83,131,12,18,35,4,3,3,60,110,167,2127,2445,4572,2035,3520,5559,95,91,183,23727,24087,47816
LGA44210,0,0,0,3,0,10,0,0,0,0,0,0,0,0,4,1220,958,2178,49,71,118,20,0,20,8,0,10,6,5,8,36,7,41,87,76,159,1432,1117,2553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,0,11,11,27,10,38,27,21,46,0,0,0,0,0,0,0,0,0,0,0,0,200,203,395,166,239,403,16,9,28,1842,1586,3429
LGA44340,332,252,580,465,543,1004,0,0,5,13,28,42,32,36,62,10535,9492,20023,424,842,1264,92,0,96,127,15,145,428,129,558,92,38,124,264,276,534,12792,11659,24444,31,36,68,0,0,0,4,10,10,61,53,114,10,18,24,8,8,19,114,128,237,0,0,0,10,10,20,21,29,54,17,36,51,14,12,27,61,85,143,116,119,230,286,328,616,17,27,37,11,12,26,7,3,7,35,46,78,2465,2262,4728,1533,2724,4260,43,59,98,17152,17060,34217
LGA44550,0,0,0,211,230,442,4,0,3,0,0,0,9,10,21,6918,6029,12949,324,419,744,116,0,116,56,10,68,32,5,37,104,21,124,222,163,391,8007,6893,14902,3,0,3,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,5,5,9,0,0,0,0,3,3,48,53,103,18,15,31,12,5,14,78,79,151,70,38,107,149,122,268,0,0,0,8,0,6,0,0,4,8,0,9,1060,1292,2351,919,1532,2450,60,40,101,10199,9884,20081
LGA44620,0,0,3,25,7,35,5,0,5,0,0,0,18,13,24,4707,4496,9209,381,325,702,53,0,53,32,6,36,54,9,61,36,6,44,151,117,268,5457,4993,10452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,62,25,85,67,20,92,0,0,0,0,0,0,0,0,3,0,0,3,163,292,458,468,818,1284,35,33,66,6192,6161,12349
LGA44830,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,353,343,692,31,25,51,18,0,18,0,0,0,0,0,4,12,4,14,48,31,75,469,402,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,10,3,11,13,3,10,0,0,0,0,0,0,0,0,0,0,0,0,117,85,206,51,84,131,6,6,10,660,574,1232
LGA45040,0,0,0,18,3,25,3,0,0,0,0,0,3,8,11,3200,2861,6062,254,338,592,62,3,64,27,6,34,9,5,18,42,12,59,146,126,272,3775,3370,7150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,0,0,4,0,0,0,8,10,13,50,25,79,59,35,96,0,0,0,0,0,0,5,0,5,5,0,3,261,291,549,317,555,879,35,16,52,4450,4270,8721
LGA45090,0,0,0,6,6,5,0,0,3,0,0,0,0,3,3,1671,1240,2916,135,132,267,38,0,36,11,0,13,16,7,23,29,4,35,108,93,204,2018,1487,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,36,23,19,38,0,0,0,0,0,0,6,0,5,6,9,10,246,230,476,95,195,290,26,24,52,2409,1959,4363
LGA45120,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,656,609,1267,36,36,67,18,4,21,12,0,13,4,0,4,16,5,22,78,47,127,839,699,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15,8,3,14,0,0,0,0,0,0,0,0,0,0,0,0,154,143,297,75,127,201,4,5,12,1083,978,2058
LGA45290,6,3,6,544,731,1276,0,0,0,7,10,19,53,55,104,5845,4872,10711,265,594,862,50,0,50,85,5,91,395,180,572,58,26,81,377,381,759,7671,6862,14536,14,3,22,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,13,5,27,0,0,0,8,14,20,20,32,49,8,34,45,22,30,54,61,104,166,50,60,105,130,171,301,4,6,9,10,11,18,4,0,7,21,15,34,1183,1249,2434,721,1256,1972,32,29,62,9759,9584,19346
LGA45340,510,475,983,588,666,1257,9,9,21,0,21,18,53,40,100,29281,25681,54964,1444,1622,3063,442,12,455,298,25,321,181,31,211,393,86,476,442,422,866,33648,29090,62740,100,70,173,0,0,0,5,12,22,230,238,472,14,34,47,19,3,30,374,360,734,0,0,3,4,6,13,42,57,107,21,58,79,11,9,19,82,135,217,338,207,545,794,700,1497,58,84,144,14,10,19,7,3,13,81,94,176,3207,4164,7375,3688,6451,10138,151,165,310,41568,40661,82233
LGA45400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,105,226,4,0,7,6,0,6,0,0,0,0,0,0,8,0,6,17,24,43,154,131,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,23,60,15,31,38,7,6,13,215,188,398
LGA45540,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,138,141,280,8,10,18,0,0,0,6,0,6,0,0,0,7,0,3,16,22,40,181,173,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,21,14,39,30,34,69,0,3,4,237,230,474
LGA45680,10,9,23,393,489,879,11,0,13,0,0,3,45,38,82,15814,12356,28171,985,1083,2068,250,12,255,150,9,162,66,14,82,154,48,201,190,208,396,18068,14273,32346,14,15,25,0,0,0,0,0,0,8,0,13,0,3,4,0,0,0,21,22,41,0,0,0,0,6,8,49,79,130,31,58,83,21,16,40,103,163,268,163,103,272,290,295,583,22,20,39,13,17,32,10,0,10,44,38,76,888,1258,2150,1598,2592,4193,151,114,265,21040,18570,39609
LGA45890,258,410,671,1276,1851,3126,9,0,11,8,24,32,165,142,307,23278,17770,41049,1056,1851,2908,202,3,208,244,24,270,341,110,452,253,86,338,368,379,750,27463,22662,50126,60,59,116,0,0,0,7,11,19,21,28,48,6,13,24,3,0,8,101,116,215,0,0,0,9,19,35,146,168,312,47,126,176,31,32,61,231,350,581,274,267,535,603,727,1331,28,43,77,33,39,77,13,4,22,79,87,165,2345,2692,5035,2283,3874,6162,144,115,255,32920,30151,63073
LGA46090,0,0,0,56,37,87,0,0,0,0,0,0,14,14,27,1924,1967,3894,174,189,359,29,0,29,17,6,26,22,3,25,32,7,41,97,86,186,2371,2307,4677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,27,15,42,28,15,44,0,0,0,0,0,0,0,0,0,0,0,3,37,83,120,365,341,705,19,23,42,2817,2769,5584
LGA46300,3,0,6,20,5,18,3,0,3,0,0,0,9,14,26,2332,2341,4671,226,160,388,25,0,25,16,0,24,24,3,28,35,9,44,108,91,196,2805,2627,5431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,15,11,28,24,11,39,0,0,0,0,0,0,0,0,3,5,0,5,88,180,266,334,404,737,22,16,41,3266,3242,6509
LGA46450,0,0,0,17,9,29,0,0,0,0,0,0,7,3,13,2447,2433,4877,156,186,347,21,0,21,51,9,55,37,12,56,30,18,39,126,102,229,2894,2775,5664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,17,14,35,21,14,36,0,0,0,0,0,0,4,0,4,4,0,4,148,136,279,368,452,818,33,23,55,3465,3402,6865
LGA46510,4,4,12,297,456,759,0,0,0,6,0,6,19,40,59,4169,3257,7427,201,399,602,44,5,46,54,8,64,154,62,214,39,8,49,97,136,230,5095,4385,9476,3,6,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,10,15,0,0,0,3,11,11,13,23,44,9,24,28,11,12,19,33,73,102,41,64,107,85,142,228,0,0,0,7,12,20,0,4,3,15,19,30,647,649,1296,455,770,1226,29,14,42,6322,5973,12294
LGA46670,0,0,0,82,19,102,0,0,0,0,0,0,0,0,3,1715,1411,3130,101,145,245,15,0,15,7,0,12,6,3,12,17,5,19,116,88,200,2071,1669,3743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,23,13,11,25,0,0,0,0,0,0,0,0,0,0,0,0,124,149,271,147,250,393,30,25,50,2380,2103,4486
LGA46860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,203,458,5,13,24,0,0,0,0,0,0,0,0,0,7,0,7,22,20,44,298,244,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,59,56,116,33,53,86,7,5,8,394,354,753
LGA46970,0,0,0,65,15,73,0,0,0,0,0,0,0,4,7,902,608,1505,49,53,102,3,0,3,18,0,22,3,3,5,16,4,20,55,56,109,1108,740,1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,13,45,65,190,125,319,8,6,17,1331,921,2254
LGA47140,24,18,45,936,1352,2290,6,3,10,3,9,14,109,100,202,26062,19021,45082,1378,1828,3209,318,8,327,258,17,276,170,20,192,303,90,391,368,283,653,29933,22760,52695,36,40,76,0,0,0,0,0,0,16,13,27,0,0,0,0,0,0,50,59,111,0,0,0,7,11,20,123,169,296,43,104,144,24,24,49,201,310,512,250,197,448,501,562,1069,31,27,61,29,44,71,8,7,16,62,82,145,1564,2093,3661,2231,3682,5912,174,117,294,34463,29305,63767
LGA47290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,245,607,28,27,53,8,0,7,4,0,4,8,0,4,13,0,14,44,38,83,457,317,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,67,56,120,21,39,63,4,0,6,548,423,967
LGA47490,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,335,234,564,17,22,43,3,0,3,0,0,3,8,0,9,7,0,7,34,45,82,413,299,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,10,0,5,0,0,0,0,0,0,0,3,3,0,3,3,69,72,144,40,62,102,8,4,12,538,444,975
LGA47630,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,1389,983,2369,109,120,233,27,4,32,9,0,15,19,9,26,20,4,31,130,82,214,1701,1206,2914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,21,13,9,21,0,0,0,0,0,0,0,0,0,0,0,0,232,226,455,85,161,252,22,10,28,2064,1604,3670
LGA47700,9,6,14,1281,1663,2944,4,0,5,0,5,3,48,54,106,18222,14859,33080,801,1143,1947,245,5,249,167,14,184,146,18,162,197,60,256,216,209,424,21329,18043,39374,7,9,16,0,0,0,0,0,0,13,5,16,0,0,0,0,0,0,24,16,36,0,0,0,6,11,21,181,271,450,37,67,98,17,9,24,233,357,595,148,75,225,403,449,853,4,3,8,13,21,38,7,4,7,25,27,55,2015,2428,4444,2096,3534,5622,83,70,160,25955,24556,50516
LGA47800,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,769,597,1374,28,37,64,26,0,26,4,0,6,6,0,8,33,5,38,89,66,159,970,718,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,26,15,5,26,0,0,0,0,0,0,3,0,3,3,0,3,207,190,391,80,127,214,17,17,34,1288,1060,2351
LGA47910,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,392,342,736,10,22,34,6,0,9,3,0,3,7,0,3,6,5,8,37,34,68,475,407,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,4,0,4,97,86,183,50,71,126,6,9,14,632,575,1206
LGA47980,80,88,166,320,486,805,0,0,0,159,185,340,30,44,67,5578,4883,10468,229,562,795,37,0,35,75,15,92,583,294,876,62,36,100,365,410,774,7523,7001,14526,10,19,24,0,0,0,8,4,7,3,0,10,0,0,6,10,4,9,27,33,58,0,0,0,14,27,42,15,7,19,16,18,36,9,14,24,54,61,121,92,90,177,173,185,357,8,18,27,11,22,31,7,5,10,26,39,64,1363,1454,2822,730,1371,2097,12,30,38,9840,10075,19908
LGA48050,5,0,5,7,4,6,0,0,0,0,0,0,0,6,11,1740,1639,3379,112,158,273,36,6,40,13,0,17,23,9,32,23,5,30,81,85,167,2042,1912,3959,0,0,0,0,0,0,0,0,0,4,9,11,0,0,0,0,0,0,4,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,29,19,23,47,0,0,0,6,0,6,3,0,3,4,0,8,269,335,606,299,408,708,23,28,51,2664,2719,5378
LGA48130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,810,1829,49,67,115,36,0,37,4,0,4,14,3,13,20,7,31,104,87,189,1245,972,2224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,13,7,10,17,0,0,0,0,0,0,0,0,0,0,0,0,182,150,331,93,184,275,12,11,23,1543,1327,2869
LGA48260,4,0,3,85,111,194,0,0,0,0,0,0,0,6,6,1255,1022,2277,49,147,200,7,0,7,10,3,12,56,29,83,6,0,11,43,49,97,1519,1363,2882,3,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,8,5,15,3,12,19,0,0,0,13,18,36,14,9,21,27,32,65,0,0,0,0,0,3,0,0,0,0,4,6,266,281,543,140,272,410,7,3,8,1962,1958,3914
LGA48340,0,0,0,0,3,3,0,0,0,0,0,0,0,4,8,1884,1581,3459,115,107,223,55,4,59,8,0,7,10,4,12,22,4,27,119,93,215,2217,1802,4012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,10,27,21,6,30,0,0,0,0,0,0,3,0,3,6,0,7,240,270,507,223,357,583,29,31,56,2734,2465,5200
LGA48410,28,23,52,889,1305,2194,3,5,3,140,172,313,76,89,163,10772,8568,19344,473,1039,1518,106,0,106,180,25,208,445,186,628,145,50,192,335,376,707,13589,11841,25434,22,25,45,0,0,0,0,5,5,3,5,5,0,0,3,0,0,5,32,38,63,0,0,0,29,22,54,38,29,75,18,89,104,24,46,66,111,186,297,128,117,246,264,339,605,10,23,28,32,39,67,11,9,16,49,67,115,1537,1651,3189,1340,2158,3501,62,66,132,16848,16126,32970
