LGA_CODE_2021,C21_75_79_Div_P,C21_75_79_Wid_M,C21_75_79_Wid_F,C21_75_79_Wid_P,C21_75_79_Nvr_marrd_M,C21_75_79_Nvr_marrd_F,C21_75_79_Nvr_marrd_P,C21_75_79_Tot_M,C21_75_79_Tot_F,C21_75_79_Tot_P,C21_80_84_Married_M,C21_80_84_Married_F,C21_80_84_Married_P,C21_80_84_Sep_M,C21_80_84_Sep_F,C21_80_84_Sep_P,C21_80_84_Div_M,C21_80_84_Div_F,C21_80_84_Div_P,C21_80_84_Wid_M,C21_80_84_Wid_F,C21_80_84_Wid_P,C21_80_84_Nvr_marrd_M,C21_80_84_Nvr_marrd_F,C21_80_84_Nvr_marrd_P,C21_80_84_Tot_M,C21_80_84_Tot_F,C21_80_84_Tot_P,C21_85_over_Married_M,C21_85_over_Married_F,C21_85_over_Married_P,C21_85_over_Seprtd_M,C21_85_over_Seprtd_F,C21_85_over_Seprtd_P,C21_85_over_Divorce_M,C21_85_over_Divorce_F,C21_85_over_Divorce_P,C21_85_over_Wid_M,C21_85_over_Wid_F,C21_85_over_Wid_P,C21_85_over_Nvr_mard_M,C21_85_over_Nvr_mard_F,C21_85_over_Nvr_mard_P,C21_85_over_Tot_M,C21_85_over_Tot_F,C21_85_over_Tot_P,C21_Tot_Married_M,C21_Tot_Married_F,C21_Tot_Married_P,C21_Tot_Sep_M,C21_Tot_Sep_F,C21_Tot_Sep_P,C21_Tot_Div_M,C21_Tot_Div_F,C21_Tot_Div_P,C21_Tot_Wid_M,C21_Tot_Wid_F,C21_Tot_Wid_P,C21_Tot_nver_marrie_M,C21_Tot_nver_marrie_F,C21_Tot_nver_marrie_P,C21_Tot_Tot_M,C21_Tot_Tot_F,C21_Tot_Tot_P
LGA62810,327,55,251,308,62,59,124,813,943,1753,387,257,640,9,4,11,68,86,152,79,303,378,28,47,78,569,692,1261,245,119,366,0,3,4,33,66,100,165,630,795,21,50,66,463,864,1331,9706,9771,19473,536,561,1101,1691,2496,4182,477,1710,2185,10609,10169,20772,23016,24702,47720
LGA63010,128,38,111,148,25,14,41,370,351,721,132,79,208,7,0,11,32,21,52,32,102,133,18,3,22,218,203,418,70,30,97,5,3,4,16,21,38,48,138,187,0,5,4,136,196,333,3486,3466,6951,245,248,484,796,894,1689,218,612,827,2785,2380,5166,7525,7599,15127
LGA63210,36,7,42,48,5,6,5,136,134,271,50,33,87,6,0,6,12,5,14,15,28,43,7,3,3,88,70,152,27,10,34,0,0,0,0,7,8,11,36,51,4,3,7,50,57,105,1445,1427,2871,88,80,159,292,305,589,83,206,287,967,723,1688,2871,2731,5599
LGA63410,15,4,4,7,7,0,6,36,29,61,23,13,33,0,0,0,5,5,3,3,8,18,3,0,3,34,26,61,8,3,9,0,0,0,0,0,5,5,14,20,0,0,0,12,16,33,306,300,602,28,22,48,67,68,132,18,61,81,278,195,473,703,640,1341
LGA63610,240,59,217,279,31,27,57,737,808,1551,341,199,546,6,3,6,48,69,114,66,227,297,14,18,33,478,519,996,176,102,283,3,5,6,16,31,48,109,346,450,13,11,19,319,491,810,8113,8206,16316,379,511,885,1265,1912,3180,392,1262,1653,5583,5274,10859,15730,17165,32899
LGA63810,65,23,109,130,13,5,17,313,345,654,144,89,232,3,0,3,15,10,30,28,102,129,5,0,3,200,203,404,88,31,124,0,0,3,5,9,13,42,146,184,7,4,12,138,199,339,2703,2694,5400,156,196,354,477,594,1066,165,566,732,1565,1383,2950,5069,5426,10491
LGA64010,387,113,446,554,64,59,124,1203,1383,2583,507,344,849,24,12,34,55,111,162,152,473,621,53,40,92,788,979,1764,327,182,512,13,3,23,39,68,107,230,841,1070,29,51,81,640,1150,1793,11996,11859,23855,849,1122,1968,2337,3473,5808,818,2770,3587,12171,10800,22973,28159,30020,58186
LGA64210,121,55,130,186,15,21,37,461,486,949,209,142,349,0,4,5,21,37,53,48,158,206,9,9,26,287,351,634,108,58,173,3,6,8,3,27,34,65,214,280,4,13,18,192,310,503,4298,4296,8597,274,312,592,732,1017,1753,258,799,1059,2796,2505,5298,8366,8925,17293
LGA64610,87,34,112,147,15,8,24,300,334,639,115,84,198,0,3,7,17,12,33,23,83,111,7,6,16,169,191,361,92,40,125,0,0,4,6,10,22,46,109,147,5,7,8,148,157,311,2749,2762,5509,216,174,388,534,648,1182,178,543,723,1931,1717,3642,5608,5839,11450
LGA64810,79,41,82,117,14,13,21,313,278,582,100,69,170,5,0,5,14,28,46,25,106,125,0,5,8,139,212,357,66,30,88,6,0,6,12,15,18,42,124,171,12,6,13,133,163,300,3044,3032,6076,245,278,518,728,886,1611,200,545,743,2562,2307,4870,6768,7040,13814
LGA65010,36,15,25,42,4,9,14,143,96,244,42,27,69,0,0,0,3,0,8,12,36,45,5,0,5,64,64,122,16,8,21,0,0,0,0,0,0,15,35,54,6,0,3,34,50,86,1230,1234,2455,129,91,223,294,260,555,80,189,275,1091,923,2016,2831,2694,5520
LGA65210,20,8,14,23,9,6,6,84,68,151,23,20,47,3,3,3,3,3,10,8,17,30,0,0,5,41,42,81,12,11,27,0,0,0,0,3,3,7,17,25,0,0,5,26,34,58,503,492,992,57,43,96,186,167,355,43,117,160,423,289,714,1215,1110,2329
LGA65410,67,29,122,146,10,7,19,336,366,704,147,93,241,5,5,6,22,26,48,39,135,172,3,0,8,216,254,477,75,37,117,4,0,5,11,13,29,47,159,208,0,4,8,144,217,364,2799,2822,5617,204,223,427,563,697,1259,190,676,863,1971,1731,3707,5727,6143,11870
LGA65610,13,13,34,46,10,3,15,88,68,155,19,13,28,0,0,4,11,6,20,9,33,43,4,6,10,41,53,99,16,7,21,0,0,0,0,0,0,10,27,36,0,0,0,25,35,59,674,674,1351,87,71,162,226,185,407,62,187,242,818,604,1424,1871,1722,3590
LGA65810,141,47,153,197,10,21,29,522,607,1128,261,174,435,4,4,7,29,29,61,51,156,208,8,9,21,354,376,727,125,66,189,4,0,3,25,22,44,87,247,329,3,3,8,244,335,575,5372,5438,10814,298,335,641,874,1188,2061,301,890,1193,3278,2945,6225,10132,10798,20931
LGA69499,5,6,0,8,7,0,7,13,8,24,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,99,99,206,69,53,125,103,89,191,11,27,35,405,291,696,689,561,1248
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,10,0,14,13,0,19
LGA70200,66,17,54,65,20,29,44,148,204,348,66,38,98,12,3,13,16,20,36,29,56,84,7,13,25,122,133,256,28,22,45,3,5,4,3,10,15,16,78,92,6,14,22,56,124,176,4051,4001,8049,346,386,736,669,902,1567,141,477,619,4591,4949,9539,9798,10716,20512
LGA70420,11,6,8,20,8,3,11,40,23,66,15,6,18,0,0,3,0,0,0,0,11,12,0,0,3,22,24,38,0,0,0,0,0,0,0,0,0,0,11,14,0,0,0,3,12,10,993,940,1932,106,126,234,127,121,253,53,142,192,1107,1033,2138,2386,2358,4749
LGA70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,54,0,0,3,6,3,3,0,6,6,36,29,63,61,59,126
LGA70620,0,6,7,14,0,6,6,14,22,30,7,0,12,0,0,0,0,0,0,3,4,9,0,6,6,12,8,22,3,0,4,0,0,0,0,0,0,4,6,3,0,4,9,6,11,18,556,531,1085,52,53,106,66,52,117,17,98,121,608,593,1201,1299,1331,2627
LGA70700,8,0,6,6,6,0,7,34,16,51,7,0,8,0,0,0,3,3,5,0,0,0,3,0,3,15,7,23,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,6,223,226,444,31,18,46,67,69,138,14,27,40,221,181,405,551,522,1070
LGA71000,241,60,240,307,86,36,129,784,750,1533,259,124,383,14,14,26,64,61,128,66,266,326,26,26,51,428,493,918,129,49,174,7,6,7,26,39,61,81,213,292,21,14,38,263,316,578,14071,13870,27943,987,1142,2132,2432,2909,5348,447,1681,2128,14644,13446,28089,32584,33054,65639
LGA71150,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,43,84,9,5,20,13,15,31,0,5,3,88,49,134,158,111,273
LGA71300,0,4,16,21,7,4,3,18,26,42,4,0,4,0,0,0,0,0,0,3,6,13,0,8,8,5,16,22,4,0,4,0,0,0,0,0,0,0,4,5,0,0,0,5,4,12,1532,1532,3066,87,126,212,96,86,189,110,312,419,1479,1377,2856,3310,3432,6743
LGA72200,23,5,18,25,9,4,16,91,54,146,23,12,37,0,0,0,3,8,17,6,14,19,3,0,4,41,36,76,11,3,15,0,0,0,6,0,5,4,14,22,3,5,6,20,22,46,1488,1404,2885,154,154,300,266,276,538,57,179,230,1849,1664,3518,3808,3664,7477
LGA72300,72,24,45,67,17,0,22,245,176,420,55,26,86,3,0,7,15,13,28,17,33,54,9,0,9,95,81,176,19,10,31,0,0,0,4,4,13,13,35,46,4,0,7,46,56,97,4077,3596,7673,342,279,624,805,721,1528,141,334,476,4378,2843,7227,9747,7779,17530
LGA72330,0,6,16,17,0,11,10,17,30,39,3,3,10,0,0,0,0,0,0,0,9,13,0,0,0,7,12,16,0,0,3,0,0,0,0,0,0,0,3,9,0,0,0,4,6,14,1143,899,2042,83,89,180,65,68,134,55,167,219,1011,845,1863,2368,2072,4439
LGA72800,62,19,61,77,18,3,19,181,166,348,60,27,84,5,3,7,7,22,31,16,64,76,7,0,7,90,114,211,24,7,29,3,0,3,4,12,16,22,77,98,3,0,6,61,92,159,5628,5704,11331,466,591,1061,946,1311,2259,166,537,700,6440,6054,12495,13651,14190,27843
LGA73600,8,8,15,22,3,0,3,33,23,56,10,3,9,0,0,0,0,0,0,5,3,8,5,0,7,15,13,25,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,5,6,12,1171,1147,2312,91,92,186,137,115,254,67,180,244,1050,933,1986,2521,2466,4991
LGA74050,0,0,0,0,0,0,6,4,0,6,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,215,428,17,9,31,14,17,33,20,60,83,624,631,1251,885,930,1813
LGA74550,10,6,7,11,0,0,0,20,10,34,7,3,6,0,0,0,0,5,0,0,10,10,3,0,3,10,9,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,13,333,338,674,24,37,59,68,82,145,17,62,77,623,553,1175,1061,1072,2129
LGA74560,8,7,0,7,0,0,0,16,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,85,167,8,4,12,29,27,54,10,15,24,48,57,110,189,180,362
LGA74660,0,0,4,5,4,0,4,23,4,30,0,3,5,0,0,0,0,0,0,0,3,0,0,0,0,3,11,11,3,0,3,0,0,0,0,0,0,0,4,4,0,0,0,3,4,4,1254,1242,2496,69,84,157,99,90,190,36,154,189,948,776,1726,2408,2348,4758
LGA74680,0,0,7,5,0,3,0,3,9,13,0,0,0,0,0,0,0,0,0,0,7,7,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,249,255,498,14,16,31,17,21,38,19,54,74,735,760,1496,1035,1107,2144
LGA79399,20,4,10,9,0,0,0,47,18,69,0,0,3,3,0,3,5,0,3,3,7,12,0,0,0,12,9,19,5,0,5,0,0,0,0,0,3,0,0,4,0,0,0,3,0,12,1155,1088,2247,119,84,204,269,205,472,21,70,94,1251,1074,2328,2824,2520,5341
LGA79499,6,0,0,0,4,4,5,20,9,32,5,0,3,0,0,0,8,0,9,6,0,6,0,0,0,15,7,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,7,456,429,886,45,44,88,144,99,251,38,56,91,879,859,1736,1567,1486,3052
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,35,5,0,5,17,0,19,0,0,0,42,4,39,83,11,94
LGA89399,1550,463,1763,2225,246,270,511,5460,6287,11749,2403,1687,4088,81,58,140,290,515,801,467,1895,2358,86,117,203,3327,4267,7596,1690,831,2523,37,29,65,159,370,530,895,2950,3847,79,127,207,2868,4315,7180,86981,86562,173542,4232,5223,9453,11248,17438,28683,2979,10776,13757,75817,69741,145560,181261,189730,370996
LGA89499,0,0,0,4,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,40,76,19,10,32,35,30,68,7,8,15,221,158,375,315,249,560
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,19,3,18,27,4,0,3,52,69,116,23,14,36,0,0,0,5,4,14,3,17,25,0,0,0,37,40,76,12,0,13,0,0,0,0,4,9,10,16,28,0,0,0,23,27,54,448,430,882,46,49,94,123,154,282,28,100,128,332,369,702,980,1102,2082
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,4,0,6,6,4,11
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
